mytype,material,link,value
thìa cà phê,hạt nêm,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1
thìa súp,nước mắm,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1/2
thìa cà phê,tiêu,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1/2
thìa súp,bột năng,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1
thìa súp,nước mắm,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1
thìa súp,đường,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1
thìa súp,giấm gạo,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1
thìa cà phê,tỏi,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1
thìa cà phê,ớt,http://www.amthuc365.vn/cong-thuc/1438-goi-rau-dang-tron-ca-ba-sa.html,1
quả,mướp đắng,http://www.amthuc365.vn/cong-thuc/1441-kim-bab-muop-dang.html,2
g,thịt nạc,http://www.amthuc365.vn/cong-thuc/1441-kim-bab-muop-dang.html,100-200
củ,khoai tây,http://www.amthuc365.vn/cong-thuc/1441-kim-bab-muop-dang.html,3
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1441-kim-bab-muop-dang.html,1
,hành,http://www.amthuc365.vn/cong-thuc/1441-kim-bab-muop-dang.html,
,tiêu,http://www.amthuc365.vn/cong-thuc/1441-kim-bab-muop-dang.html,
,gia vị,http://www.amthuc365.vn/cong-thuc/1441-kim-bab-muop-dang.html,
g,sứa,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,300
g,tôm nõn,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,100
g,giá đỗ,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,100
quả,dưa chuột,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,1
quả,xoài,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,1/2
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,1/2
quả,xoài,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,1/2
,Chanh,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
,Lạc,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
,Rau kinh giới,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
,Mùi ta,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
,Húng đỏ,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
,Đường,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
,Tỏi,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
,Ớt,http://www.amthuc365.vn/cong-thuc/1446-nom-sua.html,
g,giò bò,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,400
g,tai heo,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,200
g,cổ hủ dừa,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,300
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1/2
quả,ớt sừng,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1/2
củ,hành tây,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1/3
g,rau răm,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,10
g,lá hẹ,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,20
thìa súp,nước cốt tắc,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1
thìa súp,dầu phi tỏi,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1
thìa súp,nước mắm,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1
thìa súp,nước cốt chanh,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1
thìa súp,đường,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1
thìa cà phê,tỏi băm,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1
thìa cà phê,ớt,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1/2
thìa cà phê,hạt nêm,http://www.amthuc365.vn/cong-thuc/1436-gio-bo-vissan-cuon-co-hu-dua.html,1/2
lát,bánh mì sandwich,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,10
g,cá hồi,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,50
lá,xà lách lụa,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,2
g,xốt mayonnaise,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,20
g,mù tạc,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,5
g,sữa chua,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,10
g,trứng cá hồi,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,20
,Bột cá,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,
thìa cà phê,muối tiêu,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,1
,Thì là,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,
,Mù tạt,http://www.amthuc365.vn/cong-thuc/1447-ca-hoi-xong-khoi-banh-mi.html,
kg,sò điệp,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,1
củ,hành tây,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,1
củ,hành tím,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,4
củ,sả,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,3
quả,ớt sừng,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,1/2
g,rau răm,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,20
g,đậu phộng,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,50
thìa súp,nước mắm,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,1
thìa súp,đường,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,2
thìa súp,nước cốt tắc,http://www.amthuc365.vn/cong-thuc/1449-goi-so-diep.html,1/3
g,chả lụa chay,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,100
g,giò thủ chay,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,100
g,thịt xông khói chay,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,100
cây,xà lách xoăn,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,1
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,1
thìa cà phê,bột ngũ vị hương,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,1
thìa súp,nước tương chay,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,1
thìa súp,xốt mayonnaise chay,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,1
,Ngò rí,http://www.amthuc365.vn/cong-thuc/1448-thit-nguoi-tu-buu.html,
tách,rượu,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,1/4
g,cà chua,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,100
thìa súp,hành tím,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,2
thìa cà phê,lá chanh,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,1/2
thìa cà phê,lá húng quế,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,1/2
tách,kem tươi,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,1/2
thìa súp,dầu ăn,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,2
g,mì ống,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,450
,Muối,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,
,Tiêu,http://www.amthuc365.vn/cong-thuc/1439-mi-y-xao-ngheu-xot-whiskey.html,
g,jambon,http://www.amthuc365.vn/cong-thuc/1445-salad-xoai-thit-nguoi.html,30
g,lê,http://www.amthuc365.vn/cong-thuc/1445-salad-xoai-thit-nguoi.html,30
g,thanh long,http://www.amthuc365.vn/cong-thuc/1445-salad-xoai-thit-nguoi.html,50
trái,xoài,http://www.amthuc365.vn/cong-thuc/1445-salad-xoai-thit-nguoi.html,1
thìa súp,xốt mayonnaise,http://www.amthuc365.vn/cong-thuc/1445-salad-xoai-thit-nguoi.html,1
g,hoa chuối tây,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,200
g,hành tây,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,50
g,vừng,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,20
g,thịt nạc vai,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,100
g,giá đỗ,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,100
g,tai lợn,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,50
g,hạnh nhân,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,50
quả,chanh,http://www.amthuc365.vn/cong-thuc/1450-nom-hoa-chuoi.html,1
g,gân bò,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,200
g,bắp non,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,200
g,rau húng lủi,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,20
thìa súp,mè,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,1/2
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,1
thìa súp,hành tím,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,1
,Bánh phồng tôm,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,
thìa súp,nước mắm,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,1
thìa súp,nước cốt chanh,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,1
thìa,đường,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,1/2
thìa cà phê,tỏi,http://www.amthuc365.vn/cong-thuc/1453-bap-non-tron-gan-bo.html,1
g,phi lê cá hồi,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,100
thìa cà phê,trứng cá hồi,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1
thìa cà phê,dầu ô liu,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,2
thìa cà phê,xốt Worcestershire,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1/2
thìa cà phê,tỏi,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1
thìa cà phê,hành tím,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1
cọng,ngò rí,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1
thìa cà phê,nước cốt chanh,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1/2
lát,chanh,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1
thìa cà phê,muối tiêu,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1/4
thìa cà phê,sour cream,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1/2
lát,khoai tây,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1
lát,bánh mì sandwich,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,1
,Xà lách,http://www.amthuc365.vn/cong-thuc/1455-ca-hoi-tuoi-tron-gia-vi.html,
g,đậu đỏ,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,30
g,bắp hạt,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,30
g,đậu Hà Lan,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,20
hũ,yaourt,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,1
thìa súp,xốt mayonnaise,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,1
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,1
thìa cà phê,tiêu,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,1/2
,Thì là,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,
,Dâu tây,http://www.amthuc365.vn/cong-thuc/1452-salad-dau-xot-yaourt.html,
g,ức vịt,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,300
g,hoa chuối,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,300
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,1/2
quả,ớt sừng,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,1
g,rau răm,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,30
cọng,ngò rí,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,4
thìa cà phê,hành tím,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,2
thìa súp,giấm,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,2
thìa súp,đường,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,1
m,nước mắm,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,100
thìa súp,đậu phộng,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,2
thìa cà phê,gừng,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,1
thìa súp,đường,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,1
ml,nước,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,24
thìa súp,nước mắm,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,2
thìa súp,giấm,http://www.amthuc365.vn/cong-thuc/1454-goi-hoa-chuoi-tron-uc-vit.html,2
kg,gạo thơm,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1.3
g,thịt heo,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,100
g,chả lụa,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,100
cái,lòng đỏ trứng vịt,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,2
quả,trứng gà,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,2
thìa súp,tôm chấy,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1/2
g,xà lách,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,50
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1
thìa súp,mè,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1/2
thìa cà phê,hạt nêm,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1/2
thìa cà phê,đường,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1/3
thìa cà phê,tiêu,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1/4
thìa súp,bột năng,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,1
thìa súp,dầu ăn,http://www.amthuc365.vn/cong-thuc/1457-com-co-do.html,3
lát,jambon,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,1/2
quả,trứng vịt,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,4
g,nấm truffle,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,2
củ,hành tím,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,2
thìa cà phê,tỏi,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,1
g,kem đặc,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,100
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,1
thìa cà phê,tiêu,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,1/3
ml,giấm rượu trắng,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,400
thìa súp,dầu ô liu,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,3
,Bánh mì,http://www.amthuc365.vn/cong-thuc/1460-trung-giam-voi-jambon.html,
lát,thịt bò,http://www.amthuc365.vn/cong-thuc/1456-bo-muoi-voi-pho-mai-tao.html,4
g,phô mai kem,http://www.amthuc365.vn/cong-thuc/1456-bo-muoi-voi-pho-mai-tao.html,200
quả,táo đỏ,http://www.amthuc365.vn/cong-thuc/1456-bo-muoi-voi-pho-mai-tao.html,1
hạt,óc chó,http://www.amthuc365.vn/cong-thuc/1456-bo-muoi-voi-pho-mai-tao.html,4
các,xà lách rong biên,http://www.amthuc365.vn/cong-thuc/1456-bo-muoi-voi-pho-mai-tao.html,4
thìa súp,dầu ô liu,http://www.amthuc365.vn/cong-thuc/1456-bo-muoi-voi-pho-mai-tao.html,1
thìa cà phê,tiêu đen,http://www.amthuc365.vn/cong-thuc/1456-bo-muoi-voi-pho-mai-tao.html,1/3
g,phi lê cá hồi,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,150
thìa súp,trứng cá tầm,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,1
cọng,lá hẹ,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,5
nhánh,ngải giấm,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,1
thìa cà phê,hành tím,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,1
thìa súp,mù tạt,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,1
thìa súp,kem chua,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,1
thìa súp,nước cốt chanh,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,1/2
,bánh tráng,http://www.amthuc365.vn/cong-thuc/1459-ca-hoi-tron-kem-chua.html,
quả,cà tím,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,2
g,khoai môn,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,100
g,nấm đông cô,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,100
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1
g,rau quế,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,30
thìa súp,hành tím,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1/2
thìa súp,bột sắn dây,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1
thìa súp,bột năng,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1
thìa cà phê,hạt nêm,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1
thìa cà phê,đường,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1/2
thìa cà phê,tiêu,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,1/3
,Dầu ăn,http://www.amthuc365.vn/cong-thuc/1461-ca-tim-bat-buu.html,
con,tôm,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,6
thìa,ớt,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,1
muỗng canh,nước chanh,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,1
,Muối,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,
thìa,rau diếp,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,6
chén,đậu đen,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,1
chén,hạt ngô nướng,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,1
muỗng canh,hành tím,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,2
muỗng canh,rau mùi,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,2
,dưa chuột,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,
tách,cà chua,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,2
trái,bơ,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,1
chén,pho mát,http://www.amthuc365.vn/cong-thuc/1463-salad-voi-tom-dau-den-dua-chuot.html,1
trái,dưa chuột,http://www.amthuc365.vn/cong-thuc/1464-salad-dua-leo.html,2
muỗng cà phê,muối,http://www.amthuc365.vn/cong-thuc/1464-salad-dua-leo.html,2
cây,hẹ,http://www.amthuc365.vn/cong-thuc/1464-salad-dua-leo.html,2
quả,ớt,http://www.amthuc365.vn/cong-thuc/1464-salad-dua-leo.html,2
muỗng canh,đường,http://www.amthuc365.vn/cong-thuc/1464-salad-dua-leo.html,1-2
muỗng cà phê,giấm trắng,http://www.amthuc365.vn/cong-thuc/1464-salad-dua-leo.html,1/2
mớ,rau chân vịt,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,1
củ,hành tây,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,1/2
quả,dưa chuột,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,1
lạng,dâu tây,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,2
,Hạnh nhân,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,
,thịt gà,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,
,Giấm,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,
,Muối,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,
,Đường,http://www.amthuc365.vn/cong-thuc/1467-salad-dau-tay.html,
g,sake,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,100
g,jambon,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,80
g,xà lách,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,100
trái,ớt chuông,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,1
trái,dưa lep,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,1
củ,hành tây,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,1/2
trái,ô liu,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,5
thìa súp,giấm đỏ,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,2
thìa súp,đường,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,1
thìa súp,dầu ô liu,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,1/2
thìa cà phê,lá quế tây,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,1
thìa súp,muôi,http://www.amthuc365.vn/cong-thuc/1451-salad-sake-kieu-y.html,1/2
quả,cà chua,http://www.amthuc365.vn/cong-thuc/1465-salad-ca-chua-dau.html,3
g,hạt đậu,http://www.amthuc365.vn/cong-thuc/1465-salad-ca-chua-dau.html,450
cây,hành lá,http://www.amthuc365.vn/cong-thuc/1465-salad-ca-chua-dau.html,3
thìa,hạt tiêu,http://www.amthuc365.vn/cong-thuc/1465-salad-ca-chua-dau.html,1/8
thìa,muối,http://www.amthuc365.vn/cong-thuc/1465-salad-ca-chua-dau.html,1
thìa,nước chanh,http://www.amthuc365.vn/cong-thuc/1465-salad-ca-chua-dau.html,2
thìa,dầu ô liu,http://www.amthuc365.vn/cong-thuc/1465-salad-ca-chua-dau.html,2
g,trứng cá thu,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,100
cây,xà lách xoăn,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,1
quả,ô liu đen,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,5
thìa súp,hạt bắp,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,2
lát,gừng,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,3
thìa súp,nước cốt chanh,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,1/2
thìa súp,dầu ô liu,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,1
thìa cà phê,đường,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,1/2
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,1/2
thìa súp,sữa chua,http://www.amthuc365.vn/cong-thuc/1462-salad-trung-ca-thu.html,2
củ,su hào,http://www.amthuc365.vn/cong-thuc/1458-su-hao-bop-xoi.html,1
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/1458-su-hao-bop-xoi.html,1
thìa súp,muối,http://www.amthuc365.vn/cong-thuc/1458-su-hao-bop-xoi.html,1/2
thìa súp,nước mắm,http://www.amthuc365.vn/cong-thuc/1458-su-hao-bop-xoi.html,1
thìa súp,giấm,http://www.amthuc365.vn/cong-thuc/1458-su-hao-bop-xoi.html,1/2
thìa cà phê,đường,http://www.amthuc365.vn/cong-thuc/1458-su-hao-bop-xoi.html,1
